clip_name,label
train00396.aiff,0
train00397.aiff,0
train00398.aiff,0
train00399.aiff,0
train00400.aiff,0
train00401.aiff,1
train00402.aiff,0
train00403.aiff,0
train00404.aiff,0
train00405.aiff,0
train00406.aiff,0
train00407.aiff,0
train00408.aiff,0
train00409.aiff,1
train00410.aiff,0
train00411.aiff,0
train00412.aiff,0
train00413.aiff,0
train00414.aiff,0
train00415.aiff,0
train00416.aiff,0
train00417.aiff,0
train00418.aiff,1
train00419.aiff,0
train00420.aiff,0
train00421.aiff,0
train00422.aiff,0
train00423.aiff,0
train00424.aiff,0
train00425.aiff,0
train00426.aiff,0
train00427.aiff,0
train00428.aiff,0
train00429.aiff,0
train00430.aiff,0
train00431.aiff,0
train00432.aiff,0
train00433.aiff,0
train00434.aiff,1
train00435.aiff,0
train00436.aiff,0
train00437.aiff,0
train00438.aiff,0
train00439.aiff,0
train00440.aiff,0
train00441.aiff,0
train00442.aiff,0
train00443.aiff,0
train00444.aiff,0
train00445.aiff,0
train00446.aiff,0
train00447.aiff,0
train00448.aiff,0
train00449.aiff,0
train00450.aiff,0
train00451.aiff,0
train00452.aiff,0
train00453.aiff,0
train00454.aiff,0
train00455.aiff,0
train00456.aiff,0
train00457.aiff,0
train00458.aiff,0
train00459.aiff,0
train00460.aiff,0
train00461.aiff,0
train00462.aiff,0
train00463.aiff,0
train00464.aiff,0
train00465.aiff,0
train00466.aiff,0
train00467.aiff,0
train00468.aiff,0
train00469.aiff,0
train00470.aiff,0
train00471.aiff,0
train00472.aiff,0
train00473.aiff,0
train00474.aiff,0
train00475.aiff,0
train00476.aiff,0
train00477.aiff,0
train00478.aiff,0
train00479.aiff,0
train00480.aiff,0
train00481.aiff,0
train00482.aiff,0
train00483.aiff,0
train00484.aiff,0
train00485.aiff,0
train00486.aiff,0
train00487.aiff,0
train00488.aiff,0
train00489.aiff,0
train00490.aiff,0
train00491.aiff,0
train00492.aiff,0
train00493.aiff,0
train00494.aiff,0
train00495.aiff,0
train00496.aiff,0
train00497.aiff,0
train00498.aiff,0
train00499.aiff,0
train00500.aiff,0
train00501.aiff,0
train00502.aiff,0
train00503.aiff,0
train00504.aiff,0
train00505.aiff,0
train00506.aiff,0
train00507.aiff,1
train00508.aiff,1
train00509.aiff,1
train00510.aiff,1
train00511.aiff,0
train00512.aiff,0
train00513.aiff,0
train00514.aiff,0
train00515.aiff,0
train00516.aiff,0
train00517.aiff,0
train00518.aiff,0
train00519.aiff,0
train00520.aiff,0
train00521.aiff,0
train00522.aiff,0
train00523.aiff,0
train00524.aiff,0
train00525.aiff,0
train00526.aiff,0
train00527.aiff,0
train00528.aiff,0
train00529.aiff,0
train00530.aiff,0
train00531.aiff,0
train00532.aiff,0
train00533.aiff,0
train00534.aiff,0
train00535.aiff,0
train00536.aiff,0
train00537.aiff,0
train00538.aiff,0
train00539.aiff,0
train00540.aiff,0
train00541.aiff,0
train00542.aiff,0
train00543.aiff,0
train00544.aiff,0
train00545.aiff,0
train00546.aiff,0
train00547.aiff,0
train00548.aiff,0
train00549.aiff,0
train00550.aiff,0
train00551.aiff,0
train00552.aiff,0
train00553.aiff,0
train00554.aiff,0
train00555.aiff,0
train00556.aiff,0
train00557.aiff,0
train00558.aiff,0
train00559.aiff,0
train00560.aiff,0
train00561.aiff,0
train00562.aiff,0
train00563.aiff,0
train00564.aiff,0
train00565.aiff,0
train00566.aiff,1
train00567.aiff,0
train00568.aiff,0
train00569.aiff,0
train00570.aiff,0
train00571.aiff,0
train00572.aiff,0
train00573.aiff,0
train00574.aiff,0
train00575.aiff,0
train00576.aiff,0
train00577.aiff,0
train00578.aiff,0
train00579.aiff,0
train00580.aiff,0
train00581.aiff,0
train00582.aiff,0
train00583.aiff,0
train00584.aiff,0
train00585.aiff,0
train00586.aiff,0
train00587.aiff,0
train00588.aiff,0
train00589.aiff,0
train00590.aiff,0
train00591.aiff,0
train00592.aiff,0
train00593.aiff,0
train00594.aiff,0
train00595.aiff,0
train00596.aiff,0
train00597.aiff,0
train00598.aiff,0
train00599.aiff,0
train00600.aiff,0
train00601.aiff,1
train00602.aiff,0
train00603.aiff,0
train00604.aiff,0
train00605.aiff,0
train00606.aiff,0
train00607.aiff,0
train00608.aiff,0
train00609.aiff,0
train00610.aiff,0
train00611.aiff,0
train00612.aiff,0
train00613.aiff,0
train00614.aiff,0
train00615.aiff,0
train00616.aiff,0
train00617.aiff,0
train00618.aiff,0
train00619.aiff,0
train00620.aiff,0
train00621.aiff,0
train00622.aiff,0
train00623.aiff,0
train00624.aiff,0
train00625.aiff,0
train00626.aiff,0
train00627.aiff,0
train00628.aiff,0
train00629.aiff,0
train00630.aiff,0
train00631.aiff,0
train00632.aiff,0
train00633.aiff,0
train00634.aiff,0
train00635.aiff,0
train00636.aiff,0
train00637.aiff,0
train00638.aiff,0
train00639.aiff,0
train00640.aiff,0
train00641.aiff,0
train00642.aiff,0
train00643.aiff,0
train00644.aiff,0
train00645.aiff,0
train00646.aiff,0
train00647.aiff,0
train00648.aiff,0
train00649.aiff,0
train00650.aiff,0
train00651.aiff,1
train00652.aiff,0
train00653.aiff,0
train00654.aiff,0
train00655.aiff,0
train00656.aiff,0
train00657.aiff,0
train00658.aiff,0
train00659.aiff,0
train00660.aiff,0
train00661.aiff,0
train00662.aiff,0
train00663.aiff,0
train00664.aiff,0
train00665.aiff,0
train00666.aiff,0
train00667.aiff,0
train00668.aiff,0
train00669.aiff,0
train00670.aiff,0
train00671.aiff,0
train00672.aiff,0
train00673.aiff,1
train00674.aiff,0
train00675.aiff,0
train00676.aiff,0
train00677.aiff,0
train00678.aiff,0
train00679.aiff,0
train00680.aiff,0
train00681.aiff,0
train00682.aiff,0
train00683.aiff,1
train00684.aiff,1
train00685.aiff,1
train00686.aiff,0
train00687.aiff,0
train00688.aiff,0
train00689.aiff,0
train00690.aiff,0
train00691.aiff,0
train00692.aiff,0
train00693.aiff,0
train00694.aiff,0
train00695.aiff,0
train00696.aiff,0
train00697.aiff,0
train00698.aiff,0
train00699.aiff,0
train00700.aiff,1
train00701.aiff,1
train00702.aiff,0
train00703.aiff,0
train00704.aiff,0
train00705.aiff,0
train00706.aiff,0
train00707.aiff,0
train00708.aiff,0
train00709.aiff,0
train00710.aiff,0
train00711.aiff,0
train00712.aiff,0
train00713.aiff,0
train00714.aiff,0
train00715.aiff,0
train00716.aiff,0
train00717.aiff,0
train00718.aiff,0
train00719.aiff,0
train00720.aiff,0
train00721.aiff,0
train00722.aiff,0
train00723.aiff,0
train00724.aiff,0
train00725.aiff,0
train00726.aiff,0
train00727.aiff,1
train00728.aiff,0
train00729.aiff,0
train00730.aiff,1
train00731.aiff,0
train00732.aiff,1
train00733.aiff,0
train00734.aiff,1
train00735.aiff,0
train00736.aiff,1
train00737.aiff,1
train00738.aiff,1
train00739.aiff,1
train00740.aiff,0
train00741.aiff,0
train00742.aiff,0
train00743.aiff,0
train00744.aiff,0
train00745.aiff,0
train00746.aiff,0
train00747.aiff,0
train00748.aiff,0
train00749.aiff,0
train00750.aiff,0
train00751.aiff,0
train00752.aiff,0
train00753.aiff,0
train00754.aiff,0
train00755.aiff,0
train00756.aiff,0
train00757.aiff,0
train00758.aiff,0
train00759.aiff,0
train00760.aiff,0
train00761.aiff,0
train00762.aiff,0
train00763.aiff,0
train00764.aiff,0
train00765.aiff,1
train00766.aiff,0
train00767.aiff,0
train00768.aiff,0
train00769.aiff,0
train00770.aiff,0
train00771.aiff,0
train00772.aiff,0
train00773.aiff,0
train00774.aiff,0
train00775.aiff,0
train00776.aiff,0
train00777.aiff,0
train00778.aiff,0
train00779.aiff,0
train00780.aiff,0
train00781.aiff,0
train00782.aiff,0
train00783.aiff,0
train00784.aiff,0
train00785.aiff,0
train00786.aiff,0
train00787.aiff,0
train00788.aiff,0
train00789.aiff,0
train00790.aiff,0
train00791.aiff,0
train00792.aiff,0
train00793.aiff,0
train00794.aiff,0
train00795.aiff,1
train00796.aiff,0
train00797.aiff,0
train00798.aiff,0
train00799.aiff,0
train00800.aiff,0
train00801.aiff,0
train00802.aiff,0
train00803.aiff,0
train00804.aiff,0
train00805.aiff,0
train00806.aiff,0
train00807.aiff,0
train00808.aiff,0
train00809.aiff,0
train00810.aiff,0
train00811.aiff,0
train00812.aiff,0
train00813.aiff,0
train00814.aiff,0
train00815.aiff,0
train00816.aiff,0
train00817.aiff,0
train00818.aiff,0
train00819.aiff,0
train00820.aiff,0
train00821.aiff,0
train00822.aiff,0
train00823.aiff,0
train00824.aiff,0
train00825.aiff,0
train00826.aiff,0
train00827.aiff,0
train00828.aiff,0
train00829.aiff,0
train00830.aiff,0
train00831.aiff,0
train00832.aiff,0
train00833.aiff,0
train00834.aiff,0
train00835.aiff,0
train00836.aiff,0
train00837.aiff,0
train00838.aiff,0
train00839.aiff,0
train00840.aiff,0
train00841.aiff,0
train00842.aiff,0
train00843.aiff,0
train00844.aiff,0
train00845.aiff,0
train00846.aiff,0
train00847.aiff,0
train00848.aiff,0
train00849.aiff,0
train00850.aiff,0
train00851.aiff,0
train00852.aiff,0
train00853.aiff,0
train00854.aiff,0
train00855.aiff,0
train00856.aiff,0
train00857.aiff,0
train00858.aiff,0
train00859.aiff,0
train00860.aiff,1
train00861.aiff,0
train00862.aiff,0
train00863.aiff,0
train00864.aiff,0
train00865.aiff,0
train00866.aiff,0
train00867.aiff,0
train00868.aiff,0
train00869.aiff,0
train00870.aiff,0
train00871.aiff,0
train00872.aiff,0
train00873.aiff,0
train00874.aiff,0
train00875.aiff,0
train00876.aiff,0
train00877.aiff,0
train00878.aiff,0
train00879.aiff,0
train00880.aiff,1
train00881.aiff,0
train00882.aiff,0
train00883.aiff,0
train00884.aiff,0
train00885.aiff,0
train00886.aiff,0
train00887.aiff,0
train00888.aiff,0
train00889.aiff,0
train00890.aiff,0
train00891.aiff,0
train00892.aiff,1
train00893.aiff,1
train00894.aiff,0
train00895.aiff,0
train00896.aiff,0
train00897.aiff,0
train00898.aiff,0
train00899.aiff,0
train00900.aiff,0
train00901.aiff,0
train00902.aiff,0
train00903.aiff,0
train00904.aiff,0
train00905.aiff,0
train00906.aiff,0
train00907.aiff,0
train00908.aiff,0
train00909.aiff,0
train00910.aiff,0
train00911.aiff,0
train00912.aiff,0
train00913.aiff,0
train00914.aiff,0
train00915.aiff,0
train00916.aiff,0
train00917.aiff,0
train00918.aiff,0
train00919.aiff,0
train00920.aiff,0
train00921.aiff,0
train00922.aiff,0
train00923.aiff,0
train00924.aiff,0
train00925.aiff,0
train00926.aiff,0
train00927.aiff,0
train00928.aiff,0
train00929.aiff,0
train00930.aiff,0
train00931.aiff,1
train00932.aiff,1
train00933.aiff,0
train00934.aiff,1
train00935.aiff,0
train00936.aiff,0
train00937.aiff,0
train00938.aiff,0
train00939.aiff,0
train00940.aiff,0
train00941.aiff,0
train00942.aiff,0
train00943.aiff,0
train00944.aiff,1
train00945.aiff,0
train00946.aiff,0
train00947.aiff,0
train00948.aiff,0
train00949.aiff,0
train00950.aiff,0
train00951.aiff,0
train00952.aiff,0
train00953.aiff,0
train00954.aiff,0
train00955.aiff,0
train00956.aiff,0
train00957.aiff,0
train00958.aiff,1
train00959.aiff,0
train00960.aiff,1
train00961.aiff,1
train00962.aiff,1
train00963.aiff,1
train00964.aiff,0
train00965.aiff,0
train00966.aiff,0
train00967.aiff,1
train00968.aiff,1
train00969.aiff,1
train00970.aiff,0
train00971.aiff,0
train00972.aiff,0
train00973.aiff,0
train00974.aiff,0
train00975.aiff,1
train00976.aiff,1
train00977.aiff,0
train00978.aiff,0
train00979.aiff,0
train00980.aiff,0
train00981.aiff,1
train00982.aiff,0
train00983.aiff,0
train00984.aiff,0
train00985.aiff,0
train00986.aiff,0
train00987.aiff,0
train00988.aiff,0
train00989.aiff,0
train00990.aiff,0
train00991.aiff,1
train00992.aiff,0
train00993.aiff,0
train00994.aiff,0
train00995.aiff,0
train00996.aiff,0
train00997.aiff,1
train00998.aiff,0
train00999.aiff,0
train01000.aiff,1
train01001.aiff,0
train01002.aiff,0
train01003.aiff,0
train01004.aiff,0
train01005.aiff,0
train01006.aiff,0
train01007.aiff,1
train01008.aiff,0
train01009.aiff,0
train01010.aiff,0
train01011.aiff,0
train01012.aiff,0
train01013.aiff,0
train01014.aiff,0
train01015.aiff,0
train01016.aiff,0
train01017.aiff,0
train01018.aiff,0
train01019.aiff,0
train01020.aiff,0
train01021.aiff,0
train01022.aiff,0
train01023.aiff,0
train01024.aiff,0
train01025.aiff,0
train01026.aiff,0
train01027.aiff,0
train01028.aiff,0
train01029.aiff,0
train01030.aiff,1
train01031.aiff,0
train01032.aiff,0
train01033.aiff,0
train01034.aiff,0
train01035.aiff,0
train01036.aiff,0
train01037.aiff,0
train01038.aiff,0
train01039.aiff,0
train01040.aiff,0
train01041.aiff,0
train01042.aiff,0
train01043.aiff,0
train01044.aiff,0
train01045.aiff,0
train01046.aiff,1
train01047.aiff,1
train01048.aiff,0
train01049.aiff,1
train01050.aiff,0
train01051.aiff,1
train01052.aiff,0
train01053.aiff,0
train01054.aiff,0
train01055.aiff,1
train01056.aiff,0
train01057.aiff,1
train01058.aiff,0
train01059.aiff,1
train01060.aiff,1
train01061.aiff,0
train01062.aiff,0
train01063.aiff,0
train01064.aiff,0
train01065.aiff,0
train01066.aiff,1
train01067.aiff,0
train01068.aiff,0
train01069.aiff,0
train01070.aiff,0
train01071.aiff,0
train01072.aiff,0
train01073.aiff,0
train01074.aiff,0
train01075.aiff,1
train01076.aiff,0
train01077.aiff,1
train01078.aiff,0
train01079.aiff,1
train01080.aiff,1
train01081.aiff,0
train01082.aiff,1
train01083.aiff,0
train01084.aiff,0
train01085.aiff,0
train01086.aiff,0
train01087.aiff,0
train01088.aiff,0
train01089.aiff,1
train01090.aiff,0
train01091.aiff,1
train01092.aiff,1
train01093.aiff,1
train01094.aiff,0
train01095.aiff,0
train01096.aiff,0
train01097.aiff,0
train01098.aiff,0
train01099.aiff,0
train01100.aiff,0
train01101.aiff,1
train01102.aiff,1
train01103.aiff,1
train01104.aiff,1
train01105.aiff,0
train01106.aiff,0
train01107.aiff,0
train01108.aiff,0
train01109.aiff,0
train01110.aiff,0
train01111.aiff,0
train01112.aiff,1
train01113.aiff,0
train01114.aiff,0
train01115.aiff,0
train01116.aiff,0
train01117.aiff,0
train01118.aiff,0
train01119.aiff,0
train01120.aiff,0
train01121.aiff,0
train01122.aiff,1
train01123.aiff,0
train01124.aiff,0
train01125.aiff,0
train01126.aiff,0
train01127.aiff,1
train01128.aiff,0
train01129.aiff,0
train01130.aiff,1
train01131.aiff,0
train01132.aiff,0
train01133.aiff,0
train01134.aiff,0
train01135.aiff,0
train01136.aiff,0
train01137.aiff,0
train01138.aiff,0
train01139.aiff,0
train01140.aiff,0
train01141.aiff,0
train01142.aiff,1
train01143.aiff,1
train01144.aiff,0
train01145.aiff,0
train01146.aiff,0
train01147.aiff,0
train01148.aiff,1
train01149.aiff,1
train01150.aiff,1
train01151.aiff,0
train01152.aiff,0
train01153.aiff,0
train01154.aiff,0
train01155.aiff,0
train01156.aiff,0
train01157.aiff,0
train01158.aiff,0
train01159.aiff,0
train01160.aiff,0
train01161.aiff,1
train01162.aiff,1
train01163.aiff,0
train01164.aiff,0
train01165.aiff,0
train01166.aiff,0
train01167.aiff,0
train01168.aiff,0
train01169.aiff,0
train01170.aiff,0
train01171.aiff,0
train01172.aiff,1
train01173.aiff,1
train01174.aiff,1
train01175.aiff,0
train01176.aiff,0
train01177.aiff,0
train01178.aiff,0
train01179.aiff,0
train01180.aiff,0
train01181.aiff,0
train01182.aiff,0
train01183.aiff,0
train01184.aiff,0
train01185.aiff,0
train01186.aiff,0
train01187.aiff,0
train01188.aiff,0
train01189.aiff,0
train01190.aiff,0
train01191.aiff,0
train01192.aiff,0
train01193.aiff,0
train01194.aiff,0
train01195.aiff,0
train01196.aiff,0
train01197.aiff,0
train01198.aiff,0
train01199.aiff,0
train01200.aiff,0
train01201.aiff,0
train01202.aiff,0
train01203.aiff,0
train01204.aiff,0
train01205.aiff,0
train01206.aiff,0
train01207.aiff,0
train01208.aiff,0
train01209.aiff,0
train01210.aiff,0
train01211.aiff,0
train01212.aiff,0
train01213.aiff,0
train01214.aiff,0
train01215.aiff,0
train01216.aiff,0
train01217.aiff,0
train01218.aiff,0
train01219.aiff,0
train01220.aiff,0
train01221.aiff,0
train01222.aiff,0
train01223.aiff,0
train01224.aiff,1
train01225.aiff,1
train01226.aiff,1
train01227.aiff,0
train01228.aiff,0
train01229.aiff,0
train01230.aiff,0
train01231.aiff,0
train01232.aiff,0
train01233.aiff,0
train01234.aiff,0
train01235.aiff,0
train01236.aiff,0
train01237.aiff,0
train01238.aiff,0
train01239.aiff,0
train01240.aiff,0
train01241.aiff,0
train01242.aiff,0
train01243.aiff,0
train01244.aiff,0
train01245.aiff,0
train01246.aiff,0
train01247.aiff,0
train01248.aiff,0
train01249.aiff,0
train01250.aiff,0
train01251.aiff,0
train01252.aiff,0
train01253.aiff,0
train01254.aiff,0
train01255.aiff,0
train01256.aiff,0
train01257.aiff,0
train01258.aiff,0
train01259.aiff,0
train01260.aiff,0
train01261.aiff,0
train01262.aiff,0
train01263.aiff,0
train01264.aiff,0
train01265.aiff,0
train01266.aiff,0
train01267.aiff,0
train01268.aiff,0
train01269.aiff,0
train01270.aiff,0
train01271.aiff,0
train01272.aiff,0
train01273.aiff,0
train01274.aiff,0
train01275.aiff,0
train01276.aiff,0
train01277.aiff,0
train01278.aiff,0
train01279.aiff,0
train01280.aiff,0
train01281.aiff,0
train01282.aiff,0
train01283.aiff,0
train01284.aiff,0
train01285.aiff,0
train01286.aiff,0
train01287.aiff,0
train01288.aiff,0
train01289.aiff,0
train01290.aiff,0
train01291.aiff,0
train01292.aiff,0
train01293.aiff,0
train01294.aiff,0
train01295.aiff,0
train01296.aiff,0
train01297.aiff,0
train01298.aiff,0
train01299.aiff,0
train01300.aiff,0
train01301.aiff,0
train01302.aiff,0
train01303.aiff,0
train01304.aiff,0
train01305.aiff,0
train01306.aiff,0
train01307.aiff,0
train01308.aiff,0
train01309.aiff,0
train01310.aiff,0
train01311.aiff,0
train01312.aiff,0
train01313.aiff,0
train01314.aiff,0
train01315.aiff,0
train01316.aiff,0
train01317.aiff,0
train01318.aiff,0
train01319.aiff,0
train01320.aiff,0
train01321.aiff,0
train01322.aiff,0
train01323.aiff,0
train01324.aiff,0
train01325.aiff,0
train01326.aiff,1
train01327.aiff,1
train01328.aiff,1
train01329.aiff,1
train01330.aiff,1
train01331.aiff,1
train01332.aiff,0
train01333.aiff,0
train01334.aiff,0
train01335.aiff,0
train01336.aiff,0
train01337.aiff,0
train01338.aiff,0
train01339.aiff,0
train01340.aiff,0
train01341.aiff,1
train01342.aiff,1
train01343.aiff,0
train01344.aiff,0
train01345.aiff,0
train01346.aiff,0
train01347.aiff,0
train01348.aiff,0
train01349.aiff,0
train01350.aiff,0
train01351.aiff,0
train01352.aiff,0
train01353.aiff,0
train01354.aiff,0
train01355.aiff,0
train01356.aiff,0
train01357.aiff,1
train01358.aiff,0
train01359.aiff,1
train01360.aiff,1
train01361.aiff,1
train01362.aiff,0
train01363.aiff,1
train01364.aiff,1
train01365.aiff,1
train01366.aiff,1
train01367.aiff,1
train01368.aiff,0
train01369.aiff,0
train01370.aiff,0
train01371.aiff,1
train01372.aiff,0
train01373.aiff,0
train01374.aiff,0
train01375.aiff,0
train01376.aiff,1
train01377.aiff,1
train01378.aiff,1
train01379.aiff,0
train01380.aiff,0
train01381.aiff,0
train01382.aiff,0
train01383.aiff,0
train01384.aiff,0
train01385.aiff,0
train01386.aiff,0
train01387.aiff,0
train01388.aiff,0
train01389.aiff,0
train01390.aiff,0
train01391.aiff,0
train01392.aiff,0
train01393.aiff,0
train01394.aiff,0
train01395.aiff,0
train01396.aiff,0
train01397.aiff,0
train01398.aiff,0
