location_id,date,year,microalgae,density,classification,temperature (°C),depth (m),currents (Sv),salinity (ups),wind (m/s)
34,2020-10-30,2022,Akashiwo sanguínea,58738.47998450482,1,24.70119668760324,31.781802932987524,0.1911878322572904,39.25566596873697,12.991753648317633
1,2022-11-03,2022,Akashiwo sanguínea,121489.75024008904,3,29.034696678987153,93.1988803640195,0.6333047329433363,32.25383560982361,16.90237162667737
41,2020-03-21,2021,Akashiwo sanguínea,138674.46246728583,3,26.519904019325683,45.44511467539891,0.3121213816602162,35.34003006476476,10.256801040559342
40,2023-04-24,2023,Akashiwo sanguínea,117648.77043070963,3,27.33411699040418,72.26215991586517,0.032515661531917095,34.08231962735086,8.832176356119882
14,2023-11-20,2022,Akashiwo sanguínea,87045.2013862473,2,22.58815459923914,38.99815601749107,0.18809697709908102,38.37262812820373,12.968317072400975
19,2023-01-06,2022,Akashiwo sanguínea,18413.35834030099,0,17.17342990644699,31.39535102959936,1.9030342017702362,38.898654137093146,4.204336658114018
9,2020-01-08,2023,Akashiwo sanguínea,103019.76826573821,3,29.822088966787618,41.268277064753775,0.7081653463344255,37.64643789573727,17.999489998191198
17,2023-10-01,2020,Akashiwo sanguínea,101573.24621528116,3,12.34771305337905,93.08088028520702,0.9260796113899632,31.40423663517003,19.346356708778835
2,2020-10-14,2022,Akashiwo sanguínea,91153.87255641357,2,15.712183651786127,46.232061643239454,1.756175519796128,31.30521111425293,16.333541140116438
9,2021-12-17,2023,Akashiwo sanguínea,114457.65719255836,3,23.72095188489766,27.625088649718233,1.0354382519272223,35.7642850255414,16.46418766819755
24,2022-11-30,2022,Akashiwo sanguínea,108640.05855099254,3,26.12078489350058,41.7699542304099,0.8195607767204107,33.89475255804362,4.614681334249521
33,2021-04-03,2022,Akashiwo sanguínea,12677.759215241791,0,28.127787500460908,45.41618153566913,0.9952750308585017,33.35477239482082,14.333394895724519
1,2022-02-03,2021,Akashiwo sanguínea,127102.7179406368,3,24.353443394402372,23.331699429210506,0.7420113213072794,30.696998633515715,15.217563919664165
29,2022-12-01,2023,Akashiwo sanguínea,116124.64207767033,3,10.525544085178547,78.50913351873895,0.20492651386878746,36.942421681293766,16.439713973647166
47,2020-10-20,2023,Akashiwo sanguínea,128446.52690248247,3,19.24618872246955,13.50813712028096,1.8367352995308603,30.382152832615716,3.3982889710346487
16,2020-09-30,2022,Akashiwo sanguínea,139281.34060675988,3,14.6971568245138,24.351059312096623,1.687092295933626,34.7038972167048,13.677959429200934
12,2023-01-06,2023,Akashiwo sanguínea,114990.44402945941,3,25.206808745044167,8.95454772760238,1.7769448632762137,30.032705197500544,6.9699936939653835
7,2022-02-25,2023,Akashiwo sanguínea,141373.1780562936,3,25.2750666479119,75.27566084098865,0.03892326370348087,38.704047678208035,16.49944084389853
10,2023-05-29,2022,Akashiwo sanguínea,26473.763095585222,0,28.34348204285846,59.625263941328846,0.6525483333246391,31.647528495821383,14.963896892406211
1,2023-09-08,2023,Akashiwo sanguínea,10398.216413458544,0,13.880869720514418,11.422640819253505,1.1278192330437793,31.98459479249792,14.221680190574254
41,2021-01-05,2023,Akashiwo sanguínea,5064.019007025905,0,13.06884484772841,75.55886262948214,1.8617788902036325,35.89811509577388,12.392775526915273
45,2021-05-04,2022,Akashiwo sanguínea,8813.598490298968,0,18.095127732602187,4.726291079378608,0.40396474205415234,36.24043159487541,15.643004085602106
5,2021-10-20,2020,Akashiwo sanguínea,45871.23207034294,1,17.772401534379295,37.706549757562755,0.11561780082116435,34.71970528139632,16.885530692559655
49,2023-11-23,2023,Akashiwo sanguínea,23235.168027133797,0,11.575837743650983,41.6286962479745,1.7010526679065718,35.80361420477571,14.191865171409141
32,2021-07-12,2022,Akashiwo sanguínea,135302.15120172047,3,18.715534813250024,84.82923311094977,0.7694058136026991,39.9346421349229,19.033419198796746
34,2022-08-12,2022,Akashiwo sanguínea,30579.200436327574,3,17.478531942153854,24.882496124668407,1.0204889098490497,38.54475827717193,17.293041608344893
29,2021-08-03,2022,Akashiwo sanguínea,12513.1717758523,0,24.750492717343707,76.71827587199623,1.2839499349364207,37.962588005531515,6.291256300816219
8,2022-10-13,2020,Akashiwo sanguínea,148398.7659336797,3,10.841336010985742,38.19853919049556,1.882724736906274,36.799600584241304,4.486063786191092
35,2021-01-20,2021,Akashiwo sanguínea,129960.82109495948,3,10.41955281189787,75.38840224992903,0.3321667068484766,33.4411953696893,9.770558059496059
22,2020-09-13,2023,Akashiwo sanguínea,78189.27751037417,1,19.8450581454171,12.58777348030289,0.038459942258375124,38.96157500266978,4.5752710102515355
24,2022-03-20,2022,Akashiwo sanguínea,135152.80654385974,3,18.19767338128146,67.82033867660847,0.17215143952735956,32.221970438626514,15.657976581300465
37,2023-07-19,2020,Akashiwo sanguínea,106887.82083618191,3,19.306297061678855,11.195735127352503,0.5286075313542542,32.11047249344827,8.028973262220836
11,2022-11-05,2021,Akashiwo sanguínea,4137.533958317153,0,18.978960290139685,60.64040272371523,0.9847736998734293,35.293908463816045,6.468502718105409
15,2020-05-19,2021,Akashiwo sanguínea,102739.00701999666,3,19.987397404708297,29.73016675828991,1.1770825048295182,30.0487304540118,9.3630168515629
29,2022-03-06,2022,Akashiwo sanguínea,58327.98766356322,1,25.692811126526266,7.753935285084513,1.2424049808885886,39.35759028055905,5.7449776653044875
37,2020-01-05,2020,Akashiwo sanguínea,112931.06983087467,3,21.38161122453532,64.80056893599685,1.5523613154490976,39.561765346193546,19.64595274006732
35,2021-01-12,2023,Akashiwo sanguínea,140565.42974934328,3,27.249311703323343,98.54761279142492,0.9960096537278966,37.437678734849,1.7593609120958265
45,2021-03-08,2020,Akashiwo sanguínea,73386.60374011345,1,16.723903930360876,95.17487298581793,0.2542045558329169,30.012549885601352,16.512311291249688
34,2022-12-16,2021,Akashiwo sanguínea,117547.80122040132,3,11.303681601096429,19.334527982146465,1.3218250117250505,31.26378464187075,0.689476873665078
35,2020-09-02,2020,Akashiwo sanguínea,98998.99939736254,2,14.516056080521913,78.18577209138144,0.46891910174389095,30.071309874235947,9.662722473276757
14,2020-06-03,2023,Akashiwo sanguínea,21808.189308282133,0,13.41324063256076,0.16937372440053444,0.1726004181486871,31.659399834193632,12.530442044463186
24,2020-07-02,2020,Akashiwo sanguínea,14110.74644946883,0,14.04885509931079,98.5231075719219,1.0280122283918327,39.04850486412674,16.737121407187242
44,2020-12-18,2021,Akashiwo sanguínea,134937.12194073191,3,19.33337168147868,20.42711290173761,1.8213714985909097,38.19387680794247,19.07721935612738
3,2022-12-03,2020,Akashiwo sanguínea,47862.81305732094,1,22.568178924219794,27.84039848427581,1.962567159173516,34.44514170843024,2.354220629649091
15,2021-09-30,2020,Akashiwo sanguínea,108999.34831060824,3,22.032403242000612,41.80232185490282,0.3603172633506655,37.96456146277396,10.168245075617712
45,2023-11-08,2020,Akashiwo sanguínea,59632.847649634474,1,16.675094767581832,61.21261123320328,0.7324494595076303,39.65090065464231,1.7243939881553638
2,2023-04-26,2021,Akashiwo sanguínea,34217.051551226716,1,17.729771338020907,79.43232361685905,0.6317596744406302,31.041730188789074,1.9123838274483407
46,2023-10-25,2022,Akashiwo sanguínea,147944.08308242666,3,27.12466244574952,79.9469356151977,0.0746748556965604,35.230495184687186,0.5399086297112632
44,2022-09-25,2022,Akashiwo sanguínea,2514.8796200487654,0,22.74507735898988,51.440993525123616,1.342205916112165,35.38141969880507,19.56961294351036
45,2021-02-27,2020,Akashiwo sanguínea,130562.1196755939,3,22.593829205179805,90.9660793061586,0.12333226327897995,32.995947877679896,3.1323487322847776
20,2020-05-02,2022,Akashiwo sanguínea,32042.48765672783,1,14.769906452841361,83.77211129306815,0.8520365081627528,35.89381038281917,2.4070667800410206
43,2023-01-27,2021,Akashiwo sanguínea,81247.70595226457,2,15.334451328582775,43.3542408249463,1.6251038188631919,36.388267913041034,2.717629173456897
32,2023-11-09,2022,Akashiwo sanguínea,14441.726284961604,0,22.51523759860243,34.276817007280336,1.357432168691281,39.219472755761394,18.893283718756088
39,2023-08-23,2023,Akashiwo sanguínea,61827.93621794913,1,24.917254894068346,61.70142395956751,1.2503611632623066,35.09992427555627,5.927794685404846
3,2020-12-16,2021,Akashiwo sanguínea,133049.51619263587,3,29.151138909964814,16.83757782413443,1.2836271307019294,38.333134071928264,11.650688038757078
6,2022-09-09,2023,Akashiwo sanguínea,143094.9703680448,3,20.56343192888467,16.55565514786477,1.4712414148047106,38.69190549148067,0.8556108935953266
36,2023-12-03,2021,Akashiwo sanguínea,80256.97575105664,3,17.48473996789236,68.27304322968666,1.9538586295304636,39.887400073128745,15.34991457852125
18,2023-02-09,2023,Akashiwo sanguínea,54802.37422394779,1,26.040629868323,58.95545402785037,0.8420642805719853,39.815058456304286,12.060839553734144
29,2021-12-03,2021,Akashiwo sanguínea,146513.0467399878,3,14.629391305960528,68.71521341236554,0.9397958522247847,33.47900572375272,1.485677094311737
48,2023-01-31,2020,Akashiwo sanguínea,119600.66276070342,3,23.267411856048557,34.61804716188789,1.459333503568979,34.49040321258845,17.047255379281538
25,2023-12-01,2021,Akashiwo sanguínea,69117.00327367944,1,17.687812743391103,9.768995217270193,0.8802360690285831,32.84650078540905,0.5218178398110052
48,2021-06-14,2022,Akashiwo sanguínea,95560.20752534684,2,26.086030608628576,48.63213091690915,0.24043753995360673,38.29905087431394,13.079699471276154
31,2023-11-28,2023,Akashiwo sanguínea,17259.4726553538,0,20.57531800360073,72.00270187818104,0.7723765771759912,33.841658847951756,6.899226455954368
19,2021-12-22,2020,Akashiwo sanguínea,70322.0678691352,1,27.02421024736028,10.485693418819064,1.0162866094573901,31.578901470653967,16.363541115321645
38,2021-05-30,2022,Akashiwo sanguínea,52977.882902589576,1,18.41782565684324,90.21800648954022,0.7126825080117734,32.32214129830948,19.192944528631006
5,2022-06-05,2021,Akashiwo sanguínea,116208.12270222451,3,28.295843486482944,42.363724958525474,1.7041643215131848,32.72164486509237,0.8578649875511224
48,2022-10-05,2022,Akashiwo sanguínea,32729.969325150432,1,24.735183619823967,94.7898712919431,0.2018354340788866,33.07763365322142,12.340216098020091
1,2023-10-21,2022,Akashiwo sanguínea,100827.81104321116,3,23.719178363879173,14.186295963709716,1.7000524382542042,32.49632360929408,8.449764079034306
11,2022-08-07,2022,Akashiwo sanguínea,129507.95482441636,3,27.754015559901163,20.952148590545704,1.3499643200151308,30.059348547995356,13.544061329903844
3,2021-08-20,2021,Akashiwo sanguínea,83270.40625337488,2,28.740990663572322,64.25242042154265,0.52406385858464,38.793463352562725,12.897693076012617
17,2020-07-08,2021,Akashiwo sanguínea,129544.32194609981,3,16.43918321470474,4.463081725209683,0.6671502274552379,35.38394301631415,4.372855823360613
18,2021-07-30,2020,Akashiwo sanguínea,40989.42700066547,1,29.41593972345436,6.864971274020027,1.7830483021158752,36.580318151104606,14.860091603324152
26,2022-01-14,2022,Akashiwo sanguínea,64465.94086882934,1,21.99081022562122,36.8237925746944,9.829273646677628e-05,30.834873601283352,15.1968698383155
2,2022-06-25,2021,Akashiwo sanguínea,102711.30006023703,3,13.070205188757281,6.97567495759227,1.3123610029887633,30.477995802270204,19.510676192094557
2,2023-10-23,2023,Akashiwo sanguínea,138886.38109209234,3,12.663470789844766,53.09675878245176,0.8356641777168727,36.48172581822837,9.58932901817857
3,2022-08-20,2023,Akashiwo sanguínea,59012.04148309405,1,23.100075367403754,65.58243819583947,0.8169638959815795,34.86708898031438,2.1949659108558017
43,2021-03-30,2021,Akashiwo sanguínea,72549.04371098311,1,29.61351880571524,95.27632472706048,1.1830460822490014,33.629918567233666,13.60979699802354
46,2021-04-23,2021,Akashiwo sanguínea,133081.23030467768,3,27.004719739976533,93.58899444193086,0.9811228919457342,30.197033647950498,17.56050760612039
9,2020-08-27,2021,Akashiwo sanguínea,49240.39918792442,1,20.3058773605693,67.77922160515844,1.8647539166377516,36.622045955884445,14.577596734605258
41,2022-07-24,2023,Akashiwo sanguínea,19302.48137389195,0,21.65806098358533,62.267122694256685,0.7700297579999162,31.30535076211894,2.6782671658136903
3,2020-04-10,2022,Akashiwo sanguínea,124022.87436340764,3,24.227908452887796,46.10169085389807,1.726160819585693,36.20689655255806,17.971486427047637
48,2022-02-18,2023,Akashiwo sanguínea,16043.582288139574,0,19.798242619938033,30.004177461677795,0.6336804011398205,32.509674645894705,18.668648571371165
40,2023-03-20,2021,Akashiwo sanguínea,14814.03087090899,0,22.59772075213788,48.443312481159715,0.5150350582457977,39.86996873351788,8.711162168557022
5,2020-05-09,2022,Akashiwo sanguínea,72031.91663067295,1,12.547698166527024,77.80996363528476,0.06684039517832807,35.694136569283955,12.88083730305521
34,2020-09-03,2022,Akashiwo sanguínea,30372.03938147308,3,27.624220135225485,72.20675857353724,0.05118508543972866,39.638450851718005,7.387243543528745
12,2023-02-17,2021,Akashiwo sanguínea,16253.475739131834,0,14.369409528455904,97.04562011961276,1.5312669542685804,34.10996318003435,2.414101674431619
39,2022-09-18,2022,Akashiwo sanguínea,8393.545372460587,0,25.357953060369518,27.252408137755058,0.3422557279855918,35.8772624987289,10.161160580337313
46,2021-11-20,2023,Akashiwo sanguínea,18529.256540897775,0,17.49414720995405,82.26831670636284,0.239163988277032,39.57866442839942,17.195247950253922
36,2023-02-07,2021,Akashiwo sanguínea,149143.00258246297,3,10.252625843986063,15.968460696339204,0.37662260162350525,34.5337525738293,2.771482914529755
26,2020-07-17,2021,Akashiwo sanguínea,98733.3369702205,2,10.918961870637586,46.35686020302734,1.0871184346324627,37.988282434905315,14.924141684736208
32,2020-03-30,2020,Akashiwo sanguínea,97679.73133241857,2,19.159785998226674,36.68021103321265,0.976918499997526,36.18695072307881,12.332083729783683
10,2021-03-31,2020,Akashiwo sanguínea,74706.61979426167,1,26.58130800141362,21.419292491312213,0.9988297754656825,35.550034247622484,7.283442552787118
47,2023-05-16,2020,Akashiwo sanguínea,11034.629264149999,0,10.530373831490945,22.754603915680793,1.6184483131118845,34.42666317932061,2.1595672494606677
21,2020-07-19,2021,Akashiwo sanguínea,86852.34650147788,2,26.32531176410012,28.645494235168158,1.7062688742943097,36.45871402591289,14.41864206125128
33,2020-02-21,2023,Akashiwo sanguínea,148537.02964508193,3,16.069442091746886,74.54656792889017,0.5494416666821731,31.041956570186443,7.461475504115176
30,2023-03-25,2023,Akashiwo sanguínea,130370.1368779625,3,19.81427546773325,89.96625305761303,1.9288431872856444,33.05684564279651,17.971965681146173
2,2023-08-01,2022,Akashiwo sanguínea,143147.94062095767,3,21.72456278168476,9.86181508177999,0.09582853195728402,37.58169121556455,8.896396002449233
39,2021-12-29,2023,Akashiwo sanguínea,124907.65202861515,3,29.96108011515704,41.30093180796116,1.247782760417751,36.667567712173486,4.531655505124538
47,2023-08-03,2022,Akashiwo sanguínea,64043.86352807407,1,13.963779705647523,17.567658966250164,1.1431488582746456,33.6473866000911,0.27975100037788136
14,2020-06-24,2020,Akashiwo sanguínea,127.75433918947866,0,19.874946632630717,53.1883396859659,1.9624054492437437,32.11863458212582,17.282758181356158
35,2020-12-11,2020,Akashiwo sanguínea,138851.0979114334,3,12.525574127097112,91.85356851877687,1.9995804286265757,38.46365728144082,4.934518202025648
29,2023-03-28,2022,Akashiwo sanguínea,63162.32262706673,1,20.162792179378002,35.534248879023444,0.6467629597039637,34.41575414183318,11.848220150638324
15,2020-08-31,2023,Akashiwo sanguínea,35076.05433722947,1,27.43919463434699,28.529753806947845,1.9877717200212301,31.17051983015856,7.9391952246825115
34,2022-04-26,2023,Akashiwo sanguínea,9150.70664618356,0,23.66678024590373,35.62081625559432,0.6846792494610472,32.93656994453863,7.2227479902423175
12,2023-11-10,2023,Akashiwo sanguínea,44522.39398384164,1,20.740716025414464,29.780934659259195,0.8446864079174152,33.37231476723705,16.919297542000425
40,2020-12-21,2021,Akashiwo sanguínea,72173.37423110279,1,17.18743082346217,28.38624215892347,1.3400881096792914,30.574753008676417,18.039499673628583
34,2022-04-14,2021,Akashiwo sanguínea,141213.2305526248,3,12.40646787484706,46.2735136404823,0.7752118443717553,31.11327774711832,3.8504644310347125
13,2021-05-24,2021,Akashiwo sanguínea,2779.293544037864,0,13.178699940759053,53.33788852582383,0.3860928978136511,39.36430750643977,18.725069619558717
20,2020-01-21,2022,Akashiwo sanguínea,80240.93159521015,3,22.604559187336825,11.605739693208205,1.546813621682045,36.60492814207011,13.932427392094471
23,2023-12-13,2021,Akashiwo sanguínea,71944.12701772609,1,15.958335858296206,23.45332518077162,1.143693683504635,32.78340546466518,5.0955457600766945
20,2021-06-09,2023,Akashiwo sanguínea,46213.93476683192,1,28.391980829717237,33.824218607716936,0.474519486057676,39.47367912042883,0.9950665789312874
14,2021-04-25,2020,Akashiwo sanguínea,135593.27720923108,3,22.88946285967809,47.46534995203301,0.5490190490403504,38.633459692561466,4.83656808911168
26,2021-12-25,2021,Akashiwo sanguínea,64614.851118746934,1,27.58849986942941,90.89280397834699,1.4495523024213974,31.37520572072944,2.402932297287317
25,2022-12-13,2021,Akashiwo sanguínea,125927.02219371828,3,14.90058376192806,88.10152600895186,0.7277847130713664,38.982005851064194,18.63526459214857
21,2020-06-04,2021,Akashiwo sanguínea,94504.75580227833,2,25.408590630157015,33.243622412320704,1.692082733612923,31.641310435228316,2.272453467780291
10,2022-06-17,2021,Akashiwo sanguínea,147188.6912678817,3,24.794198575658086,38.81870998441672,1.202666111598943,33.615869123317424,1.9275512141918227
45,2023-03-11,2020,Akashiwo sanguínea,57159.42133228464,1,11.206225692586179,98.91515317984292,1.3208411617143905,34.14639287472028,13.278820117408248
49,2022-03-30,2023,Akashiwo sanguínea,59847.41760059219,1,27.04374582832809,53.0451021332165,1.5713775070795468,34.951239059406625,16.701680790980234
23,2020-07-14,2021,Akashiwo sanguínea,1088.5493616307529,0,14.910344796734542,69.12160105928578,0.6179606448649382,36.504927386183724,6.535577714648921
7,2022-03-26,2022,Akashiwo sanguínea,46918.77848812991,1,12.670831642807002,70.55539290110907,0.2033453536592562,39.545452000043426,1.9983712043351498
21,2020-01-19,2022,Akashiwo sanguínea,35739.69998695552,1,11.715753128741193,24.009463962356257,1.4617901850414736,36.385557076524165,15.825075860937798
18,2022-03-24,2021,Akashiwo sanguínea,67938.51270066104,1,15.207343370432953,41.695351629605796,1.9084780891500979,39.72028274859545,4.027149384813358
18,2021-01-20,2021,Akashiwo sanguínea,142744.6663710548,3,23.38727541344761,91.97824187557606,0.7249772903391132,37.38422417035217,13.466689304202408
31,2023-12-30,2023,Akashiwo sanguínea,128711.29482772498,3,10.85741094999715,61.450866642302714,0.012033398167145215,37.455664840326676,16.11902739968952
25,2023-04-17,2023,Akashiwo sanguínea,101182.13565681808,3,12.63880680866289,21.38304003214295,1.019309384606919,30.821952070440897,4.739655169495551
27,2021-10-01,2022,Akashiwo sanguínea,121589.37238073588,3,10.629444489251645,1.6395301089296987,1.9277043009765635,30.449024734756023,0.6681721412393249
46,2022-05-30,2022,Akashiwo sanguínea,127318.09648694926,3,22.049926189720075,25.246346374689523,1.5898364615647635,32.409923023655985,1.4938442498388937
38,2022-10-29,2021,Akashiwo sanguínea,20275.859782621297,0,18.853219080923118,77.80479828998247,0.889854543281527,32.84881981657668,11.291309417031666
32,2022-06-12,2022,Akashiwo sanguínea,97094.35092667761,2,25.00406308855754,82.03890547949601,1.4906961766818028,31.007757076394455,17.61753368577037
27,2022-03-12,2021,Akashiwo sanguínea,70599.30916139498,1,20.702917024173093,15.038323993240887,1.1200661308039082,32.50325434097957,2.9616835582592005
38,2021-08-28,2020,Akashiwo sanguínea,35431.217786201625,1,21.204941745643623,51.41568607290663,1.3772877404032233,36.07747468658956,15.518245681388152
47,2021-01-12,2021,Akashiwo sanguínea,55661.25765977212,1,15.246574885283612,85.55291782619295,1.0040813702084772,38.002491356538044,5.715107928797116
34,2023-04-28,2023,Akashiwo sanguínea,89987.06625667124,2,19.816857853364716,12.067596999650188,0.09325872550294356,36.505317972800235,0.2926923293460537
11,2023-05-21,2021,Akashiwo sanguínea,34520.57641142582,1,22.911670654650017,70.03179286583723,0.16626835080873792,38.9731806935378,16.57191832079723
9,2022-03-21,2022,Akashiwo sanguínea,148370.03219388443,3,20.79542119622993,79.7967687597295,1.8658665551156446,37.40040453622002,13.199091260232777
23,2021-10-05,2022,Akashiwo sanguínea,91432.62979874319,2,14.362277854204075,60.765779756200025,1.3193124805344574,33.498809979129334,9.21661720991603
18,2022-05-05,2023,Akashiwo sanguínea,25676.444928753666,0,13.825454822694889,55.5123407673226,1.938540596535083,32.11322335383618,15.990372798431236
30,2020-04-11,2020,Akashiwo sanguínea,51283.21583817573,1,10.851671553997,46.372926349513456,0.06760045748079846,37.372503729260465,1.847499362578473
39,2020-04-26,2023,Akashiwo sanguínea,39500.15520192709,1,11.595161375002716,95.51484632627401,0.5774377677379041,37.937128688135125,15.1299765040784
49,2021-06-27,2020,Akashiwo sanguínea,6735.541859302768,0,18.524426548247874,41.94885846695146,1.3871444392964898,30.73256898206019,8.618571225748596
1,2021-09-29,2023,Akashiwo sanguínea,106390.3050368232,3,28.01990578493288,28.366229466993353,1.2213958780316034,37.424669273072844,3.9267409764735017
7,2020-07-27,2020,Akashiwo sanguínea,29363.68429889628,0,26.163427314394674,28.958911693816425,0.6114079524082188,39.72259885787025,16.755033650223893
11,2023-07-21,2020,Akashiwo sanguínea,51568.07363246476,1,22.482420771187407,32.79383591528495,1.2617413143371585,32.20172578148903,17.147609464385106
40,2021-04-02,2021,Akashiwo sanguínea,126512.19846257386,3,23.71155584988414,2.3883684479305445,1.949048716498504,30.64418160132682,0.6958637466198647
38,2021-03-04,2022,Akashiwo sanguínea,96159.61914202095,2,18.999856579950453,68.02534730276682,1.1519097971312966,33.666776107037755,6.5704386783047735
30,2023-12-18,2023,Akashiwo sanguínea,144149.00524115947,3,25.225325316158184,73.86279511078301,1.6725184236636308,39.92812672828761,16.1254631902538
35,2023-09-10,2022,Akashiwo sanguínea,63712.62303072483,1,29.546251422355102,98.38687255948525,0.2605153160197746,31.675996737982604,19.045019109575026
25,2022-07-26,2020,Akashiwo sanguínea,136280.87093590852,3,27.23027729422353,71.4121826483753,1.0796105242103886,34.530810518709586,14.023089879758048
11,2021-07-06,2021,Akashiwo sanguínea,120678.80172447891,3,19.385068489492035,16.448153864535076,1.9641441507414448,30.645218204750073,14.93824138658385
43,2021-04-23,2022,Akashiwo sanguínea,140687.52107554808,3,22.17221740023685,6.704948200643868,0.7664578257248433,32.661677505852154,6.230443383161715
8,2022-04-15,2021,Akashiwo sanguínea,118467.68397758453,3,24.94561575493147,96.65629951143595,0.05370002999113166,32.230670769569535,17.996408431857063
50,2023-08-14,2022,Akashiwo sanguínea,93691.66931364505,2,17.575005382322452,61.19555724247974,0.8391852868882483,33.40913827366981,2.551166344022453
43,2022-12-29,2020,Akashiwo sanguínea,38339.01445146003,1,29.018376980039765,43.07525564139579,0.09653876439516762,39.88579188042827,7.151359312272996
20,2020-07-14,2020,Akashiwo sanguínea,89834.92038668353,2,21.522492592969215,59.138715414897305,0.2799718920438057,30.32376255216415,13.518433735495936
47,2020-07-10,2021,Akashiwo sanguínea,27596.495313990254,0,20.789463973980816,74.87786965929459,1.2296965025420847,37.28972841446016,5.323662781493745
41,2023-05-24,2021,Akashiwo sanguínea,114667.01457388044,3,29.844053721275017,81.5864442768169,1.331408378471508,30.924896730515925,9.8019686275601
38,2021-03-26,2022,Akashiwo sanguínea,42910.945694162714,1,16.794086281745965,88.4809783067227,1.620219064578782,30.21270703258494,10.494488297189225
22,2020-04-21,2021,Akashiwo sanguínea,120473.19477008455,3,13.787449375215463,53.51423924931841,1.0164944455349783,31.19267368831581,10.744133868468646
20,2021-04-12,2021,Akashiwo sanguínea,130020.02907486871,3,19.80788651715094,0.8369044835381589,0.9401497350283963,36.933269822799616,10.81030751280758
42,2022-11-21,2022,Akashiwo sanguínea,67115.94924039264,1,26.51270904256107,19.843090175590273,0.8483394611460948,30.820492255110306,6.303721497690679
2,2020-01-11,2023,Akashiwo sanguínea,41667.347458986704,1,19.813857927183598,29.599952287782628,1.4932059884730409,33.3445629407076,8.075367703000762
50,2023-05-19,2022,Akashiwo sanguínea,1591.8702052398314,0,12.438430804072754,23.4155723873414,1.5378672948023775,35.42295247632631,13.273856770997845
1,2020-01-02,2023,Akashiwo sanguínea,90880.7969284237,2,21.116835222956354,58.4413719584431,1.8341960493336096,37.650628185580544,0.010589826638400801
41,2022-05-31,2020,Akashiwo sanguínea,126285.40227903824,3,26.37960428265487,43.252570708161144,1.9302355790441101,34.5588466792754,0.07906231710579137
28,2020-03-10,2021,Akashiwo sanguínea,125139.39851986572,3,29.53416933775783,77.40360850745893,0.22329523260223327,39.600911980227174,2.1017636465942835
